feature,mean_importance
13_Xgboost_prediction,-0.002328720563586173
80_Xgboost_prediction,-0.0012671472073509827
107_Xgboost_prediction,-0.001188513031409888
Dist_Cluster_14,-0.0009956276288258237
123_NeuralNetwork_prediction,-0.0009062593535620889
3_DecisionTree_prediction,-0.0007988209812542779
61_NeuralNetwork_prediction,-0.0006768178090696631
sulphates,-0.0006698874820085798
119_ExtraTrees_prediction,-0.00043760119198913425
Dist_Cluster_8,-0.0003796291587171874
1_DecisionTree_prediction,-0.0003789259433349845
free_sulfur_dioxide,-0.0003642609357362936
87_RandomForest_prediction,-0.0003604374700165947
88_RandomForest_prediction,-0.0003461239060446375
Dist_Cluster_22,-0.0003333622750893883
Dist_Cluster_16,-0.0002766350583402133
18_Xgboost_prediction,-0.0002739057605849915
118_ExtraTrees_prediction,-0.00025757273822805125
127_DecisionTree_prediction,-0.00023393674265893561
residual_sugar,-0.00016095804320577224
113_RandomForest_prediction,-0.0001301112791149639
124_NeuralNetwork_prediction,-0.00010842524438718915
69_NearestNeighbors_prediction,-0.00010044970254949881
83_Xgboost_prediction,-7.219046325774858e-05
32_CatBoost_prediction,-7.211104353198605e-05
114_RandomForest_prediction,-6.911892859796653e-05
Dist_Cluster_27,-6.622750246517705e-05
72_NearestNeighbors_prediction,-6.314030823276751e-05
Dist_Cluster_25,-1.376755886232095e-05
85_Xgboost_prediction,-3.891081777329664e-06
67_NearestNeighbors_prediction,0.0
70_NearestNeighbors_prediction,0.0
Dist_Cluster_18,2.121482694120713e-05
66_NearestNeighbors_prediction,2.5107356767883894e-05
95_ExtraTrees_prediction,2.8907372638986572e-05
115_RandomForest_prediction,3.5680688056938245e-05
Cluster,3.795676626463518e-05
Dist_Cluster_10,4.010294442926554e-05
Dist_Cluster_11,4.9191627241129686e-05
Dist_Cluster_15,7.543144403113767e-05
Dist_Cluster_9,8.128033440351068e-05
4_Linear_prediction,8.798694990491684e-05
volatile_acidity,9.618738995088582e-05
126_DecisionTree_prediction,0.00011555663783787695
Dist_Cluster_21,0.00013418417414335916
Dist_Cluster_19,0.00013859504576002601
116_ExtraTrees_prediction,0.0001397912787083011
84_Xgboost_prediction,0.00014448546177848743
110_RandomForest_prediction,0.00014482949475524975
Dist_Cluster_28,0.00016562000926412246
Dist_Cluster_3,0.000167306927710964
62_NeuralNetwork_prediction,0.00016899376671898337
102_DecisionTree_prediction,0.00016961649209314977
chlorides,0.00017578718263101535
Dist_Cluster_20,0.0001838307352726387
Dist_Cluster_23,0.0001931757826004854
Dist_Cluster_5,0.00019935958389480924
40_RandomForest_prediction,0.00020632767863191238
120_ExtraTrees_prediction,0.00022044077586241828
Dist_Cluster_4,0.00022245274089178758
Dist_Cluster_1,0.0002368775326978323
125_DecisionTree_prediction,0.0002653354182129752
pH,0.0002678942672725393
82_CatBoost_prediction,0.0002723328529273261
94_ExtraTrees_prediction,0.000300613827361651
citric_acid,0.0003126071411850728
71_NearestNeighbors_prediction,0.0003235261336883566
98_NeuralNetwork_prediction,0.00033551145674363123
Dist_Cluster_26,0.0003738072549932525
11_Default_NearestNeighbors_prediction,0.0003768981172179497
60_NeuralNetwork_prediction,0.00040748230484940475
Dist_Cluster_12,0.00046594997977713606
Dist_Cluster_13,0.0004843242474259379
121_ExtraTrees_prediction,0.0004887881895725199
fixed_acidity,0.0004998734677420513
89_RandomForest_prediction,0.000538510702385564
112_RandomForest_prediction,0.0005877836324251429
12_Xgboost_prediction,0.0006985491674198152
Dist_Cluster_24,0.0007238814654781933
68_NearestNeighbors_prediction,0.0007288995267463405
81_Xgboost_prediction,0.0007383573676017164
49_ExtraTrees_prediction,0.0007461920806272504
Dist_Cluster_0,0.0008385148520216213
101_NeuralNetwork_prediction,0.0008974296596582998
2_DecisionTree_prediction,0.000920544787861699
Dist_Cluster_2,0.000941722222086594
100_NeuralNetwork_prediction,0.000958142479004509
8_Default_NeuralNetwork_prediction,0.0011031601238097543
129_NearestNeighbors_prediction,0.0012062617444424718
alcohol,0.001263374898940428
31_CatBoost_prediction,0.0012694144026754838
73_LightGBM_prediction,0.0013676979946354306
128_NearestNeighbors_prediction,0.0014899247085569446
111_RandomForest_prediction,0.00168436812264815
Dist_Cluster_17,0.0018528555927744717
58_NeuralNetwork_prediction,0.0018768498114791199
37_CatBoost_prediction,0.0019254395917224665
Dist_Cluster_6,0.0023469231728402763
104_LightGBM_prediction,0.0024342308703337425
117_ExtraTrees_prediction,0.0025226805347157598
20_Xgboost_prediction,0.0025666498947786833
92_ExtraTrees_prediction,0.0029416555919803632
24_LightGBM_KMeansFeatures_prediction,0.0030002444789107184
33_CatBoost_prediction,0.0033062391227003606
26_LightGBM_prediction,0.003780738576700815
78_CatBoost_prediction,0.005029312835618705
26_LightGBM_KMeansFeatures_prediction,0.0052533500947224195
106_CatBoost_prediction,0.006786480756461433
79_CatBoost_prediction,0.008345973974678077
77_LightGBM_prediction,0.008782037251162788
22_LightGBM_KMeansFeatures_prediction,0.009607234521423758
109_CatBoost_prediction,0.010563595629982502
103_LightGBM_prediction,0.012104507768051364
108_CatBoost_prediction,0.012239820315506056
Dist_Cluster_7,0.017262780473348883
22_LightGBM_prediction,0.021158339649061997
105_LightGBM_prediction,0.049845503476578255
